C,C/K,D,S,S/K,k,r,sigma,t
31.01,0.0313,0.02,990.7,1.0,990.7,0.0202,0.07106,1.2737
14.0,0.01156,0.022,1151.41,0.95047,1211.41,0.0161,0.09282,0.7694
99.08,0.12479,0.034,893.96,1.12595,793.96,0.0209,0.09303,0.0671
104.66,0.10981,0.032,1053.13,1.10492,953.1300000000001,0.0177,0.22717,0.1759
7.22,0.00622,0.034,1140.41,0.98276,1160.41,0.0232,0.13651,0.0608
47.28,0.0455,0.027,999.17,0.96151,1039.17,0.0186,0.16681,1.0788
64.02,0.06737,0.029,1010.22,1.06314,950.22,0.0256,0.17923,0.1091
10.63,0.01024,0.026,1018.27,0.98074,1038.27,0.0162,0.07782,0.4164
40.42,0.05081,0.026,835.45,1.05029,795.45,0.0293,0.03813,0.255
7.82,0.00697,0.032,1121.27,1.0,1121.27,0.0214,0.04754,0.1729
9.09,0.00826,0.034,1100.76,1.0,1100.76,0.0153,0.07273,0.1002
86.31,0.10907,0.022,831.31,1.05055,791.31,0.0295,0.06899,5.916
22.51,0.02468,0.033,931.89,1.02193,911.89,0.0108,0.10108,0.0916
63.3,0.07447,0.023,910.06,1.07058,850.06,0.0217,0.07264,0.95
70.93,0.07474,0.033,1009.02,1.06322,949.02,0.0228,0.1251,0.6775
59.88,0.05267,0.022,1196.92,1.05277,1136.92,0.019,0.06983,0.206
90.78,0.12289,0.033,818.7,1.1083,738.7,0.018,0.21077,0.4812
0.0,0.0,0.024,956.59,0.92282,1036.5900000000001,0.0146,0.06529,0.0695
81.03,0.0895,0.021,985.34,1.08836,905.34,0.0189,0.12208,0.2299
60.33,0.07765,0.032,836.97,1.07722,776.97,0.0187,0.11706,0.3541
46.37,0.04023,0.034,1132.62,0.98265,1152.62,0.0151,0.14478,1.0139
0.4,0.00038,0.021,998.07,0.94329,1058.0700000000002,0.0172,0.04308,0.5668
24.06,0.02184,0.028,1061.6,0.96369,1101.6,0.0296,0.16257,0.3423
22.0,0.02336,0.035,961.84,1.02124,941.84,0.024,0.06528,0.1907
27.31,0.02607,0.03,967.48,0.92363,1047.48,0.0281,0.30227,0.2384
3.0,0.00261,0.02,1071.45,0.93052,1151.45,0.0231,0.10516,0.2839
73.9,0.09729,0.022,839.61,1.10532,759.61,0.013,0.04777,0.7325
4.88,0.00407,0.026,1139.54,0.94998,1199.54,0.0183,0.0575,0.9483
105.83,0.09551,0.027,1168.06,1.05415,1108.06,0.0108,0.14942,2.1919
168.99,0.1983,0.027,932.18,1.09388,852.18,0.0275,0.45198,0.6391
21.97,0.01831,0.024,1199.89,1.0,1199.89,0.0144,0.07099,0.5529
9.55,0.00946,0.026,989.24,0.98018,1009.24,0.0189,0.05941,0.6922
79.66,0.09805,0.03,892.42,1.09847,812.42,0.0285,0.04904,0.0946
39.51,0.04136,0.024,995.31,1.04187,955.31,0.0226,0.03818,0.3081
11.23,0.01098,0.034,1023.16,1.0,1023.16,0.0147,0.0669,0.2483
98.22,0.12213,0.033,904.25,1.12434,804.25,0.0261,0.11549,0.5149
0.0,0.0,0.021,1178.19,0.93642,1258.19,0.029,0.06542,0.0878
3.74,0.00427,0.024,874.98,1.0,874.98,0.0103,0.03757,0.1121
6.03,0.00664,0.024,908.59,1.0,908.59,0.0182,0.04239,0.18
39.01,0.0362,0.026,1117.6,1.03712,1077.6,0.0136,0.06333,0.082
7.87,0.00914,0.032,820.86,0.95353,860.86,0.0153,0.19207,0.1275
0.0,0.0,0.02,1131.11,0.96584,1171.11,0.0277,0.03139,0.0637
0.01,1e-05,0.027,825.51,0.91165,905.51,0.0224,0.12397,0.0659
72.0,0.06661,0.031,1160.92,1.07401,1080.92,0.0152,0.05608,0.4524
25.48,0.02331,0.028,1032.99,0.9451,1092.99,0.0185,0.1929,0.3973
0.36,0.0004,0.033,882.65,0.97784,902.65,0.0121,0.04646,0.1173
31.07,0.03299,0.023,1041.85,1.10617,941.8499999999999,0.0116,0.0178,6.433
5.28,0.00464,0.034,1118.49,0.98243,1138.49,0.0149,0.09195,0.1089
44.68,0.03819,0.028,1089.97,0.93162,1169.97,0.0259,0.21553,0.676
0.0,0.0,0.027,896.17,0.93725,956.17,0.013,0.04752,0.0633
535.26,0.55,0.028,1053.2,1.0822,973.2,0.0117,0.86447,3.0001
81.13,0.0872,0.023,1010.42,1.08598,930.42,0.0207,0.12997,0.1952
2.82,0.00281,0.02,943.65,0.94022,1003.65,0.0205,0.06205,0.6875
6.1,0.00624,0.028,977.4,1.0,977.4,0.0217,0.06549,0.0608
104.05,0.11083,0.023,1038.86,1.10651,938.8599999999999,0.0214,0.21914,0.1468
77.35,0.08626,0.03,936.72,1.04461,896.72,0.0246,0.26589,0.343
39.43,0.04691,0.031,880.51,1.04759,840.51,0.0252,0.04162,0.0928
0.0,0.0,0.026,932.03,0.92095,1012.03,0.0269,0.03177,0.3277
99.7,0.13218,0.028,854.3,1.13257,754.3,0.0299,0.05261,0.2175
99.51,0.13113,0.023,858.84,1.13178,758.84,0.0129,0.19893,0.103
92.74,0.12471,0.028,843.62,1.13448,743.62,0.0128,0.03797,0.5198
0.0,0.0,0.033,945.25,0.94031,1005.25,0.0122,0.05176,0.1411
0.0,0.0,0.033,1062.98,0.94657,1122.98,0.0115,0.02258,0.4452
32.14,0.03262,0.033,1005.34,1.0203,985.34,0.0197,0.12305,0.2167
59.94,0.06206,0.024,1025.78,1.06213,965.78,0.0246,0.06623,0.0784
59.91,0.06291,0.025,912.24,0.95799,952.24,0.0225,0.2669,0.6505
6.84,0.00667,0.021,986.16,0.96102,1026.1599999999999,0.0186,0.09044,0.3472
37.1,0.0388,0.022,976.2,1.02092,956.2,0.0286,0.15433,0.181
92.6,0.08871,0.024,1123.89,1.07664,1043.89,0.0248,0.25882,0.1343
99.05,0.09271,0.024,1168.34,1.0936,1068.34,0.02,0.07347,0.144
2.59,0.00269,0.031,943.76,0.97925,963.76,0.0248,0.0838,0.0896
39.55,0.03433,0.033,1152.1,1.0,1152.1,0.0266,0.30381,0.0819
97.89,0.13179,0.03,842.8,1.13463,742.8,0.0185,0.03708,0.1838
33.86,0.028,0.024,1189.24,0.98346,1209.24,0.0188,0.31249,0.0844
80.38,0.07333,0.023,1176.2,1.07298,1096.2,0.0258,0.10615,0.1016
0.0,0.0,0.03,986.27,0.94265,1046.27,0.0264,0.01949,0.1902
40.49,0.03536,0.025,1145.17,1.0,1145.17,0.0245,0.17472,0.2618
0.0,0.0,0.025,977.81,0.9607,1017.81,0.0221,0.02312,0.059
48.57,0.04352,0.022,1096.08,0.98208,1116.08,0.0203,0.17955,0.5568
43.13,0.05083,0.033,888.59,1.04714,848.59,0.0285,0.14219,0.1116
0.5,0.00042,0.022,1162.88,0.96675,1202.88,0.015,0.04847,0.1902
58.44,0.07237,0.028,867.53,1.0743,807.53,0.0209,0.05476,0.2137
0.0,0.0,0.028,1183.55,0.93669,1263.55,0.0297,0.05222,0.0608
0.0,0.0,0.022,949.84,0.94058,1009.84,0.0145,0.02471,0.1179
101.11,0.08812,0.022,1167.45,1.01743,1147.45,0.0276,0.16759,1.3405
18.99,0.01612,0.029,1178.28,1.0,1178.28,0.0111,0.09846,0.2102
81.52,0.1079,0.033,855.53,1.13236,755.53,0.0185,0.05453,1.428
79.02,0.10332,0.032,844.78,1.10461,764.78,0.0211,0.0786,0.0905
43.9,0.04162,0.026,1074.76,1.01896,1054.76,0.0255,0.12482,0.4004
0.43,0.00041,0.02,987.24,0.94271,1047.24,0.0114,0.11728,0.0769
38.6,0.03354,0.028,1110.75,0.96524,1150.75,0.0299,0.17962,0.487
64.92,0.06661,0.021,1014.58,1.04104,974.58,0.0214,0.15505,0.4777
372.99,0.31827,0.034,1191.92,1.01707,1171.92,0.0187,0.50873,3.4455
41.53,0.04286,0.031,1009.0,1.04128,969.0,0.0117,0.11906,0.1205
79.57,0.10001,0.028,875.6,1.10055,795.6,0.0226,0.04331,0.0653
8.18,0.00818,0.031,979.85,0.98,999.85,0.015,0.08639,0.2727
76.94,0.08652,0.026,949.27,1.06747,889.27,0.0262,0.3176,0.1196
0.0,0.0,0.031,973.44,0.92406,1053.44,0.0214,0.03137,0.1439
39.7,0.04638,0.026,895.91,1.04673,855.91,0.0216,0.0568,0.0634
3.82,0.00359,0.033,1043.36,0.98119,1063.36,0.0131,0.09381,0.0869
43.3,0.04755,0.025,930.71,1.02196,910.71,0.0131,0.12803,0.6122
80.85,0.09984,0.023,889.83,1.09879,809.83,0.0286,0.07172,0.2931
13.46,0.01142,0.028,1178.75,1.0,1178.75,0.0238,0.05554,0.2997
39.76,0.04883,0.026,854.27,1.04912,814.27,0.0195,0.09481,0.0595
39.76,0.04078,0.021,934.91,0.95897,974.91,0.0237,0.21899,0.4761
4.78,0.00455,0.026,1011.45,0.96196,1051.45,0.0185,0.05499,0.781
98.72,0.10728,0.022,1020.17,1.10868,920.17,0.0124,0.12729,0.1413
74.17,0.06724,0.032,1182.99,1.07253,1102.99,0.0131,0.05769,0.2567
21.98,0.02341,0.028,958.81,1.0213,938.81,0.0261,0.07386,0.0988
51.96,0.06601,0.021,827.21,1.05081,787.21,0.0148,0.15928,0.3231
0.57,0.00055,0.027,1014.51,0.98067,1034.51,0.0203,0.04151,0.1254
74.53,0.0931,0.03,880.5,1.09994,800.5,0.0171,0.06943,0.4714
0.0,0.0,0.031,1139.99,0.93443,1219.99,0.0262,0.02522,0.1153
59.76,0.05687,0.022,1110.78,1.0571,1050.78,0.0221,0.04592,0.2884
57.46,0.07132,0.032,845.72,1.04965,805.72,0.0271,0.14889,0.5533
12.48,0.01475,0.021,846.12,1.0,846.12,0.0269,0.12076,0.0908
57.68,0.06751,0.034,914.42,1.07022,854.42,0.0257,0.0592,0.2745
2.51,0.00242,0.027,1017.34,0.98072,1037.3400000000001,0.0124,0.03629,0.6473
1.96,0.00181,0.02,1043.68,0.96309,1083.68,0.0202,0.08413,0.1428
18.94,0.01937,0.029,998.04,1.02045,978.04,0.0132,0.02879,0.0672
22.88,0.02595,0.032,901.73,1.02268,881.73,0.0256,0.09488,0.0962
68.39,0.06689,0.021,1042.42,1.01956,1022.4200000000001,0.0248,0.20027,0.4874
6.99,0.00548,0.033,1194.74,0.93724,1274.74,0.0212,0.15098,0.2004
79.06,0.10693,0.027,819.37,1.1082,739.37,0.0183,0.05297,0.1101
0.04,4e-05,0.022,970.16,0.9798,990.16,0.0131,0.03067,0.0961
92.78,0.10253,0.033,1004.92,1.11051,904.92,0.0118,0.0437,0.3235
102.96,0.09904,0.024,1139.62,1.09619,1039.62,0.0245,0.1646,0.1791
60.83,0.07992,0.025,821.15,1.07883,761.15,0.0268,0.03788,1.9297
98.18,0.10346,0.03,1048.95,1.10538,948.95,0.0197,0.08066,0.1437
19.66,0.01937,0.033,1035.0,1.0197,1015.0,0.0195,0.04621,0.2133
64.8,0.06859,0.029,1004.71,1.06351,944.71,0.0238,0.10006,0.5288
79.83,0.10982,0.031,806.94,1.11005,726.94,0.0221,0.13934,0.3045
17.3,0.01472,0.026,1155.21,0.98298,1175.21,0.0139,0.13501,0.188
99.42,0.12075,0.022,923.35,1.12146,823.35,0.0166,0.04263,0.087
0.65,0.00069,0.024,920.71,0.97874,940.71,0.0273,0.0511,0.0988
60.25,0.06613,0.021,971.08,1.06586,911.08,0.0246,0.12142,0.0571
8.44,0.00942,0.027,836.01,0.93304,896.01,0.0272,0.08643,0.9698
19.67,0.01999,0.032,1003.97,1.02033,983.97,0.0279,0.03128,0.0783
22.23,0.02173,0.021,1042.82,1.01955,1022.8199999999999,0.025,0.07332,0.0793
36.43,0.04415,0.032,865.18,1.04847,825.18,0.0193,0.0367,0.3158
21.51,0.02528,0.027,871.03,1.0235,851.03,0.0288,0.05118,0.181
97.68,0.12437,0.022,885.41,1.12732,785.41,0.0161,0.03908,0.341
77.27,0.09101,0.032,929.0,1.09423,849.0,0.0114,0.08427,0.1377
18.37,0.02016,0.028,891.08,0.97805,911.08,0.0247,0.1593,0.2324
1.65,0.00166,0.024,933.66,0.93962,993.66,0.0229,0.13881,0.1058
44.32,0.0417,0.022,1102.9,1.03763,1062.9,0.0106,0.14117,0.0972
99.1,0.11738,0.025,944.27,1.11845,844.27,0.0152,0.13753,0.0864
37.93,0.0447,0.034,888.61,1.04714,848.61,0.0168,0.04624,0.1317
2.71,0.00231,0.033,1131.39,0.96585,1171.39,0.0284,0.05562,0.3654
14.28,0.01435,0.022,975.45,0.97991,995.45,0.0205,0.104,0.3219
20.46,0.01763,0.021,1180.67,1.01723,1160.67,0.0244,0.04538,0.0545
3.97,0.004,0.025,952.39,0.95969,992.39,0.0213,0.1296,0.1159
79.64,0.09051,0.031,959.94,1.09092,879.94,0.027,0.11232,0.0619
78.41,0.07713,0.031,1096.65,1.07869,1016.6500000000001,0.0136,0.06713,0.0792
73.65,0.08689,0.031,907.65,1.07078,847.65,0.0294,0.26211,0.1594
66.94,0.06,0.024,1195.66,1.07171,1115.66,0.0142,0.03757,1.1629
22.5,0.02195,0.029,1045.15,1.01951,1025.15,0.0184,0.07593,0.1161
7.33,0.00883,0.034,830.26,1.0,830.26,0.0181,0.05424,0.2453
0.27,0.00023,0.021,1130.53,0.96583,1170.53,0.0262,0.04194,0.1908
12.72,0.01349,0.034,882.87,0.93636,942.87,0.0203,0.16975,0.345
0.01,1e-05,0.021,1185.84,0.95184,1245.84,0.0204,0.04488,0.1424
25.65,0.0314,0.029,836.8,1.02449,816.8,0.012,0.15231,0.0814
36.93,0.03491,0.031,1097.77,1.03782,1057.77,0.0136,0.02475,0.1569
22.27,0.02485,0.033,916.18,1.02232,896.18,0.0285,0.04643,0.4468
1.25,0.00133,0.03,859.73,0.91487,939.73,0.0181,0.10708,0.297
5.65,0.00534,0.032,1017.39,0.96217,1057.3899999999999,0.0208,0.18271,0.0678
101.11,0.09383,0.026,1177.57,1.0928,1077.57,0.0274,0.08554,0.4453
0.01,1e-05,0.029,970.86,0.92387,1050.8600000000001,0.0196,0.05904,0.1888
5.3,0.00566,0.025,916.79,0.97865,936.79,0.0216,0.10376,0.1157
0.03,3e-05,0.023,817.22,0.9316,877.22,0.011,0.08775,0.0978
19.75,0.02454,0.021,824.67,1.02485,804.67,0.0152,0.04457,0.0536
10.4,0.00921,0.024,1049.18,0.92915,1129.18,0.0237,0.24721,0.1232
78.6,0.08634,0.028,990.39,1.08787,910.39,0.0242,0.05058,0.2468
78.95,0.08459,0.028,1013.28,1.08572,933.28,0.0231,0.09056,0.2213
4.34,0.00356,0.027,1199.53,0.9836,1219.53,0.0187,0.09606,0.0664
60.23,0.05814,0.024,1095.99,1.05792,1035.99,0.0232,0.12121,0.0608
41.19,0.04277,0.033,1003.01,1.04154,963.01,0.0172,0.1113,0.1227
22.5,0.01926,0.024,1188.1,1.01712,1168.1,0.0143,0.04657,0.37
39.74,0.04266,0.033,971.53,1.04294,931.53,0.0213,0.10114,0.0615
5.13,0.00424,0.028,1150.16,0.95042,1210.16,0.0222,0.17793,0.0843
54.35,0.05983,0.023,968.37,1.06605,908.37,0.015,0.04895,0.9974
43.02,0.04482,0.032,879.86,0.91665,959.86,0.017,0.11918,9.6638
59.19,0.07049,0.03,879.69,1.04764,839.69,0.0195,0.25708,0.1776
118.52,0.15416,0.028,808.83,1.05203,768.83,0.0211,0.33441,0.9686
81.48,0.08053,0.028,1091.79,1.07907,1011.79,0.0134,0.1717,0.1311
40.42,0.04696,0.035,900.74,1.04647,860.74,0.0282,0.1019,0.105
80.76,0.08338,0.028,1048.53,1.0826,968.53,0.0281,0.17854,0.0699
127.22,0.14795,0.031,879.87,1.02326,859.87,0.0229,0.42228,0.6999
14.41,0.01338,0.029,1077.32,1.0,1077.32,0.0147,0.04546,2.1808
35.38,0.03288,0.026,1095.95,1.01859,1075.95,0.0192,0.13478,0.1852
0.0,0.0,0.032,1051.5,0.9293,1131.5,0.023,0.04243,0.0829
0.15,0.00017,0.024,825.88,0.93227,885.88,0.0192,0.10076,0.1047
0.0,0.0,0.027,955.9,0.92277,1035.9,0.0227,0.04917,0.2321
0.67,0.00054,0.034,1189.8,0.95199,1249.8,0.0215,0.05201,0.3639
31.43,0.0298,0.03,1014.73,0.96208,1054.73,0.0216,0.10186,1.8061
27.57,0.02888,0.025,894.68,0.93715,954.68,0.0255,0.17778,0.6441
5.6,0.00485,0.034,1075.18,0.93075,1155.18,0.0293,0.12642,0.2961
9.43,0.0101,0.032,933.94,1.0,933.94,0.0174,0.08744,0.096
30.81,0.02693,0.033,1143.94,1.0,1143.94,0.0108,0.16205,0.2052
6.07,0.00547,0.02,1029.16,0.92787,1109.16,0.0176,0.07795,0.9101
62.51,0.05602,0.028,1155.9,1.03585,1115.9,0.0272,0.26813,0.1062
21.95,0.01871,0.025,1153.26,0.98295,1173.26,0.0244,0.18757,0.1272
22.07,0.02508,0.029,879.89,1.0,879.89,0.0244,0.0826,0.675
1.45,0.00168,0.026,805.28,0.93066,865.28,0.0235,0.08307,0.3759
25.88,0.02289,0.021,1090.49,0.96462,1130.49,0.0139,0.08034,1.9451
9.24,0.00811,0.025,1059.11,0.92977,1139.11,0.0138,0.32527,0.0644
78.76,0.07921,0.021,1074.3,1.08046,994.3,0.0127,0.04787,0.1249
10.47,0.00893,0.028,1132.03,0.96587,1172.03,0.0275,0.06231,0.8317
86.57,0.09577,0.021,983.9,1.08851,903.9,0.0216,0.25989,0.1071
31.32,0.03344,0.028,956.59,1.02135,936.59,0.0102,0.09968,0.4298
44.03,0.03826,0.021,1170.82,1.01738,1150.82,0.0254,0.15315,0.2118
100.56,0.09655,0.022,1141.52,1.09601,1041.52,0.0283,0.01762,0.1285
25.05,0.02699,0.023,948.25,1.02155,928.25,0.0206,0.09085,0.1461
90.47,0.10362,0.033,813.06,0.93128,873.06,0.0187,0.33835,1.2747
11.67,0.0099,0.033,1178.98,1.0,1178.98,0.011,0.07637,0.1401
36.86,0.03708,0.029,1014.17,1.02012,994.17,0.0224,0.18943,0.1198
60.52,0.06728,0.021,959.49,1.0667,899.49,0.0246,0.06671,0.1969
0.0,0.0,0.023,1078.37,0.96423,1118.37,0.027,0.03094,0.1176
59.03,0.05307,0.031,1172.36,1.05394,1112.36,0.0154,0.09807,0.0578
0.15,0.00013,0.027,1080.0,0.96429,1120.0,0.0201,0.07284,0.0609
60.98,0.05324,0.031,1105.37,0.96508,1145.37,0.0264,0.19616,0.8901
2.23,0.00253,0.025,862.73,0.97734,882.73,0.0176,0.03979,0.4979
22.79,0.02799,0.027,814.15,1.0,814.15,0.0103,0.13711,0.3156
38.52,0.03646,0.035,1096.38,1.03787,1056.38,0.0175,0.05058,0.0759
78.01,0.09689,0.034,885.14,1.09936,805.14,0.0182,0.04237,0.1294
38.56,0.04553,0.027,886.99,1.04723,846.99,0.0168,0.05912,0.7748
7.18,0.00843,0.034,852.04,1.0,852.04,0.0175,0.08226,0.0762
96.42,0.12428,0.026,875.82,1.1289,775.82,0.0181,0.09372,3.2281
0.0,0.0,0.02,885.2,0.95677,925.2,0.0167,0.03863,0.1016
66.98,0.06497,0.023,1131.01,1.09699,1031.01,0.0154,0.04509,6.6183
79.74,0.09374,0.025,930.61,1.09405,850.61,0.0225,0.07496,0.0641
48.95,0.04629,0.026,1077.44,1.01891,1057.44,0.0172,0.24997,0.1344
96.61,0.0946,0.032,1121.29,1.09792,1021.29,0.0143,0.04593,0.1597
129.3,0.13136,0.022,1064.29,1.08128,984.29,0.0131,0.50675,0.1682
0.0,0.0,0.032,1096.62,0.93201,1176.62,0.0213,0.02465,0.2206
0.01,1e-05,0.027,858.99,0.97725,878.99,0.0169,0.03615,0.0672
33.19,0.03182,0.034,1003.07,0.96165,1043.0700000000002,0.017,0.32575,0.1525
81.27,0.09835,0.025,906.3,1.09682,826.3,0.0266,0.09721,0.4062
46.48,0.04012,0.029,1118.49,0.96547,1158.49,0.0131,0.22419,0.4511
3.59,0.00403,0.024,850.37,0.95507,890.37,0.0113,0.13324,0.1315
3.01,0.00315,0.023,917.04,0.9582,957.04,0.0234,0.07794,0.2802
39.99,0.03936,0.021,1055.96,1.03937,1015.96,0.0205,0.04584,0.2071
7.69,0.0081,0.029,889.81,0.93683,949.81,0.0292,0.12688,0.3663
17.11,0.02,0.024,855.53,1.0,855.53,0.0121,0.06037,1.3125
55.38,0.06782,0.022,876.54,1.07348,816.54,0.0101,0.06567,0.6616
99.04,0.10171,0.021,1073.73,1.1027,973.73,0.0204,0.04121,0.3603
29.31,0.03483,0.023,861.55,1.02377,841.55,0.0197,0.09737,0.3086
35.19,0.0413,0.033,871.97,1.02348,851.97,0.0118,0.16545,0.2187
58.63,0.06047,0.033,1029.6,1.06188,969.5999999999999,0.0187,0.06079,0.087
29.42,0.02808,0.026,1007.67,0.96182,1047.67,0.0211,0.13479,0.7816
4.83,0.00477,0.025,1013.35,1.0,1013.35,0.0251,0.02589,0.2142
0.0,0.0,0.02,1169.54,0.98319,1189.54,0.0128,0.01488,0.0716
50.55,0.05465,0.026,964.99,1.04324,924.99,0.0208,0.24534,0.0804
40.25,0.04147,0.027,1010.51,1.04122,970.51,0.0205,0.09402,0.0849
25.71,0.02203,0.034,1187.16,1.01714,1167.16,0.0227,0.04745,1.2544
77.61,0.07649,0.025,1094.66,1.07884,1014.6600000000001,0.0181,0.0398,0.2667
40.48,0.04183,0.029,1007.74,1.04133,967.74,0.0143,0.1054,0.1029
47.57,0.05028,0.029,986.09,1.04228,946.09,0.0145,0.15938,0.1565
1.61,0.00184,0.024,854.07,0.97712,874.07,0.0236,0.03375,0.4673
0.15,0.00014,0.024,958.05,0.92293,1038.05,0.0246,0.0572,0.3878
80.0,0.10588,0.035,835.58,1.10588,755.58,0.013,0.26203,0.0545
0.0,0.0,0.02,969.42,0.94171,1029.42,0.0122,0.0351,0.0587
40.14,0.04336,0.027,845.78,0.91359,925.78,0.0251,0.19921,1.1515
60.02,0.05435,0.022,1164.4,1.05433,1104.4,0.0231,0.07755,0.0637
22.46,0.0239,0.023,959.77,1.02128,939.77,0.0299,0.09084,0.0645
58.65,0.06806,0.025,921.71,1.06963,861.71,0.0165,0.04705,0.1534
13.01,0.01238,0.031,1051.16,1.0,1051.16,0.0227,0.04467,0.7685
0.0,0.0,0.021,1019.14,0.92722,1099.1399999999999,0.0226,0.03392,0.3367
53.03,0.06613,0.022,841.87,1.04988,801.87,0.0265,0.18441,0.2201
39.94,0.04291,0.028,970.74,1.04298,930.74,0.0283,0.04203,0.0741
0.26,0.00026,0.034,924.42,0.93905,984.42,0.0111,0.09392,0.121
100.08,0.135,0.023,841.33,1.13489,741.33,0.0234,0.15062,0.1778
79.63,0.09013,0.031,963.46,1.09055,883.46,0.0275,0.05135,0.0666
0.04,4e-05,0.034,835.15,0.91258,915.15,0.018,0.11271,0.0959
99.03,0.12709,0.032,879.21,1.12834,779.21,0.0216,0.12336,0.9986
0.0,0.0,0.025,947.94,0.97934,967.94,0.0154,0.01051,0.0751
32.31,0.03888,0.027,850.92,1.02407,830.92,0.0236,0.21808,0.0827
95.05,0.11473,0.034,928.45,1.12071,828.45,0.0239,0.08584,0.4858
10.59,0.00967,0.035,1074.73,0.98173,1094.73,0.0262,0.18342,0.0583
59.09,0.07349,0.031,864.07,1.07462,804.07,0.0217,0.09194,0.1057
38.24,0.03567,0.032,1112.12,1.03731,1072.12,0.0161,0.04646,0.0985
0.0,0.0,0.025,972.81,0.96051,1012.81,0.0214,0.04962,0.0546
0.04,4e-05,0.031,996.48,0.94321,1056.48,0.0275,0.0992,0.0522
88.26,0.12031,0.025,813.59,1.10905,733.59,0.025,0.15266,0.6005
9.49,0.00978,0.022,930.16,0.95877,970.16,0.0131,0.21771,0.0898
62.67,0.06091,0.03,1088.92,1.05831,1028.92,0.0286,0.0725,0.5625
2.82,0.00228,0.026,1199.21,0.96772,1239.21,0.0277,0.04234,0.5228
68.21,0.06284,0.026,1125.38,1.03685,1085.38,0.0205,0.19442,0.3032
8.29,0.00962,0.026,801.92,0.93039,861.92,0.0243,0.12253,0.5189
6.24,0.00641,0.025,933.8,0.95892,973.8,0.0279,0.15194,0.122
99.74,0.13896,0.026,817.74,1.13933,717.74,0.0239,0.02756,0.0626
20.15,0.02477,0.024,833.51,1.02458,813.51,0.0187,0.05312,0.122
11.95,0.01115,0.029,1011.62,0.94401,1071.62,0.0242,0.11422,0.5404
63.21,0.05782,0.026,1133.21,1.03659,1093.21,0.0155,0.11692,0.8481
0.19,0.00019,0.031,986.97,0.98014,1006.97,0.0145,0.04568,0.0701
122.36,0.1381,0.032,986.04,1.11286,886.04,0.0187,0.34537,0.2404
10.57,0.0117,0.02,843.49,0.93359,903.49,0.0179,0.26343,0.1226
1.44,0.0012,0.031,1160.55,0.96668,1200.55,0.0111,0.0769,0.1303
65.67,0.07468,0.034,919.3,1.04549,879.3,0.0207,0.26581,0.2226
0.06,5e-05,0.029,1135.4,0.94981,1195.4,0.0239,0.05882,0.1337
98.59,0.127,0.03,876.31,1.12881,776.31,0.0201,0.07676,0.1327
98.84,0.13639,0.032,824.7,1.13799,724.7,0.0228,0.12643,0.1195
11.41,0.00957,0.031,1172.62,0.98323,1192.62,0.0158,0.04736,5.6908
26.82,0.02905,0.028,943.14,1.02167,923.14,0.0143,0.08061,0.3792
33.37,0.03644,0.032,935.67,1.02184,915.67,0.0141,0.08012,1.7342
56.99,0.05163,0.034,1123.82,1.01812,1103.82,0.0156,0.12623,1.1711
28.5,0.02721,0.02,1067.32,1.0191,1047.32,0.0205,0.04516,0.7793
35.75,0.03165,0.034,1169.51,1.03541,1129.51,0.0127,0.05356,0.253
34.97,0.03745,0.034,933.77,1.0,933.77,0.0223,0.27695,0.1201
5.23,0.00433,0.028,1126.81,0.93371,1206.81,0.013,0.10412,0.4189
99.62,0.10856,0.024,1017.68,1.10897,917.68,0.0239,0.04076,0.154
41.91,0.03876,0.034,1041.26,0.96301,1081.26,0.0211,0.10494,3.4624
65.59,0.07452,0.03,860.16,0.97728,880.16,0.0151,0.51276,0.1857
1.41,0.00127,0.029,1113.31,1.0,1113.31,0.0121,0.01508,0.5311
58.77,0.0634,0.032,986.91,1.06473,926.91,0.0116,0.11075,0.2327
0.0,0.0,0.029,1107.66,0.93264,1187.66,0.0289,0.01286,0.7989
1.21,0.00122,0.032,970.63,0.97981,990.63,0.0186,0.05709,0.1145
72.09,0.05912,0.033,1199.43,0.9836,1219.43,0.0197,0.4017,0.1858
31.46,0.02819,0.03,1135.95,1.01792,1115.95,0.0145,0.16348,0.0812
1.22,0.00124,0.022,921.8,0.93889,981.8,0.0247,0.09074,0.2161
4.23,0.00388,0.025,1011.54,0.92671,1091.54,0.0205,0.08631,0.6162
64.57,0.07737,0.027,894.6,1.07189,834.6,0.0213,0.15236,0.2331
77.87,0.09206,0.027,925.9,1.09457,845.9,0.0156,0.10344,0.4063
93.76,0.11471,0.03,917.33,1.12235,817.33,0.0137,0.02098,0.3855
0.01,1e-05,0.024,1160.59,0.93551,1240.59,0.0284,0.08482,0.0694
18.69,0.01815,0.024,1029.9,1.0,1029.9,0.0257,0.08878,0.2595
24.11,0.0228,0.031,1077.6,1.01891,1057.6,0.0114,0.0599,0.8132
98.78,0.10906,0.032,1005.76,1.1104,905.76,0.0277,0.02907,0.1728
86.91,0.08055,0.029,1158.99,1.07414,1078.99,0.0158,0.28346,0.072
1.65,0.00196,0.027,820.32,0.9762,840.32,0.0129,0.08811,0.0789
9.52,0.01024,0.026,929.73,1.0,929.73,0.0293,0.09249,0.0754
79.47,0.07512,0.033,1137.96,1.07562,1057.96,0.0284,0.10723,0.1047
119.87,0.14118,0.024,949.08,1.11777,849.08,0.0103,0.27973,0.3787
27.9,0.02544,0.031,1116.6,1.01824,1096.6,0.0232,0.11346,0.1123
