C,C/K,D,S,S/K,k,r,sigma,t
4.76,0.0042,0.028,1073.75,0.94708,1133.75,0.0186,0.19115,0.0798
1.38,0.00129,0.025,1010.69,0.94396,1070.69,0.0295,0.1131,0.1228
92.69,0.10619,0.035,972.84,1.11457,872.84,0.0255,0.07721,0.8113
57.82,0.05741,0.021,1067.1,1.05958,1007.0999999999999,0.0125,0.06335,0.3436
2.98,0.00307,0.032,869.87,0.89689,969.87,0.0218,0.20356,0.1593
21.78,0.02266,0.024,981.1,1.02081,961.1,0.0256,0.04624,0.1956
7.39,0.00576,0.025,1182.33,0.92202,1282.33,0.0288,0.20051,0.1502
97.16,0.10304,0.022,1042.91,1.10605,942.9100000000001,0.019,0.06457,0.7335
100.0,0.13835,0.023,822.82,1.13835,722.82,0.0262,0.02833,0.0709
1.84,0.00144,0.028,1177.57,0.92173,1277.57,0.0291,0.0989,0.293
58.38,0.06776,0.021,921.54,1.06964,861.54,0.0179,0.02958,0.4148
10.2,0.00926,0.028,1021.59,0.92738,1101.5900000000001,0.0268,0.19719,0.2018
7.27,0.00657,0.033,1106.37,1.0,1106.37,0.0194,0.05177,0.13
97.24,0.09704,0.021,1102.04,1.0998,1002.04,0.0138,0.07281,0.316
59.66,0.05283,0.027,1189.27,1.05313,1129.27,0.0238,0.05647,0.0646
1.43,0.00134,0.034,1047.84,0.98127,1067.84,0.0274,0.0794,0.0524
0.0,0.0,0.033,844.52,0.91347,924.52,0.0207,0.08629,0.1032
59.63,0.05708,0.034,1104.59,1.05744,1044.59,0.0112,0.10041,0.5427
0.0,0.0,0.032,1017.87,0.91054,1117.87,0.0163,0.05489,0.1846
0.0,0.0,0.034,841.03,0.89373,941.03,0.0114,0.02063,0.1831
6.01,0.00702,0.029,815.74,0.95326,855.74,0.02,0.23163,0.0678
79.09,0.1063,0.03,824.01,1.10753,744.01,0.0143,0.137,0.0662
196.73,0.27245,0.023,822.07,1.13849,722.07,0.0274,0.31399,2.4198
14.79,0.01698,0.027,831.25,0.95409,871.25,0.0196,0.05158,12.4345
173.39,0.16669,0.032,1060.17,1.01923,1040.17,0.0206,0.27844,2.7949
70.94,0.06446,0.034,1160.46,1.05452,1100.46,0.0198,0.15085,0.3092
1.14,0.00106,0.03,1031.46,0.96267,1071.46,0.0208,0.06547,0.1929
6.84,0.00758,0.035,901.98,1.0,901.98,0.0163,0.08331,0.0601
76.44,0.07979,0.033,1018.04,1.06263,958.04,0.0273,0.15538,0.4956
17.63,0.01801,0.032,978.85,1.0,978.85,0.0225,0.10812,0.1945
108.29,0.13885,0.024,879.88,1.12822,779.88,0.0104,0.39193,0.1037
2.85,0.00298,0.028,897.85,0.93736,957.85,0.0198,0.12606,0.1914
46.79,0.04879,0.022,918.93,0.95829,958.93,0.0114,0.14278,1.9321
1.64,0.00169,0.029,871.97,0.89712,971.97,0.0198,0.18475,0.1451
8.87,0.00864,0.023,986.28,0.96102,1026.28,0.0216,0.10882,0.2993
5.8,0.00633,0.031,876.9,0.95637,916.9,0.023,0.13413,0.1747
0.0,0.0,0.033,801.65,0.90926,881.65,0.0179,0.09052,0.0941
40.04,0.0493,0.028,852.21,1.04925,812.21,0.03,0.0724,0.0543
58.6,0.06803,0.029,921.35,1.06966,861.35,0.0244,0.05244,0.2555
34.84,0.03208,0.027,1026.16,0.94476,1086.16,0.0137,0.19982,0.5711
0.06,6e-05,0.026,1002.75,0.92611,1082.75,0.03,0.0799,0.1423
0.0,0.0,0.035,800.43,0.93027,860.43,0.0225,0.03848,0.0566
84.9,0.1055,0.022,884.72,1.09941,804.72,0.0278,0.12646,0.4062
16.34,0.0164,0.033,1016.62,1.02007,996.62,0.0134,0.02396,0.1978
98.54,0.093,0.029,1139.52,1.07551,1059.52,0.0252,0.21098,0.2982
99.85,0.1021,0.029,1077.92,1.10226,977.9200000000001,0.0298,0.05063,0.0704
28.18,0.03259,0.033,884.69,1.02313,864.69,0.0223,0.14172,0.1213
2.55,0.00229,0.027,1035.41,0.92828,1115.41,0.023,0.1346,0.1752
0.0,0.0,0.027,1142.8,0.93458,1222.8,0.0113,0.03094,0.1195
59.83,0.07008,0.027,893.76,1.04685,853.76,0.018,0.34322,0.0962
83.23,0.08164,0.032,1039.46,1.01962,1019.46,0.0174,0.14698,2.6967
7.88,0.00861,0.03,874.73,0.95627,914.73,0.0174,0.08364,0.7016
12.4,0.01041,0.024,1171.28,0.98321,1191.28,0.0117,0.18814,0.0573
2.3,0.00196,0.021,1134.95,0.96596,1174.95,0.0122,0.03582,1.0297
78.18,0.06981,0.03,1199.92,1.07143,1119.92,0.0177,0.0181,0.1127
59.38,0.0785,0.028,816.48,1.07931,756.48,0.0196,0.10634,0.2152
0.0,0.0,0.034,863.69,0.95574,903.69,0.0128,0.01892,0.4331
89.42,0.09474,0.032,1023.88,1.08476,943.88,0.0294,0.14714,0.4658
0.0,0.0,0.031,833.49,0.93285,893.49,0.0113,0.02981,0.2768
6.28,0.00573,0.02,1056.46,0.96352,1096.46,0.017,0.16503,0.083
39.44,0.03816,0.034,1073.54,1.0387,1033.54,0.0287,0.03872,0.0819
0.0,0.0,0.035,844.61,0.89414,944.61,0.0122,0.07026,0.1867
74.35,0.0983,0.02,816.36,1.07933,756.36,0.0123,0.18575,0.473
0.0,0.0,0.023,1163.52,0.93567,1243.52,0.0148,0.04134,0.0658
0.45,0.00048,0.035,834.95,0.89304,934.95,0.0142,0.04664,12.2417
15.37,0.01791,0.029,858.27,1.0,858.27,0.0134,0.05503,2.9261
0.02,2e-05,0.034,927.97,0.93927,987.97,0.03,0.0419,0.3042
41.97,0.04192,0.025,1041.25,1.03995,1001.25,0.0215,0.06203,0.425
74.83,0.07422,0.022,1048.23,1.03967,1008.23,0.0172,0.17003,0.6316
97.21,0.10396,0.034,1035.08,1.10694,935.0799999999999,0.0271,0.02041,0.2849
59.83,0.07237,0.034,886.67,1.07258,826.67,0.022,0.15315,0.0734
37.07,0.03606,0.034,1068.03,1.03891,1028.03,0.0235,0.04744,0.4572
32.1,0.03191,0.026,986.01,0.98012,1006.01,0.0156,0.24378,0.191
39.3,0.04503,0.024,872.68,1.0,872.68,0.0283,0.06226,2.8729
15.28,0.01653,0.027,904.29,0.97836,924.29,0.0275,0.0674,0.9714
60.14,0.05303,0.026,1194.0,1.05291,1134.0,0.0238,0.05746,0.4444
93.18,0.09886,0.034,1042.57,1.10609,942.5699999999999,0.0147,0.05564,0.3189
78.41,0.09646,0.023,892.88,1.09842,812.88,0.0207,0.04062,0.4326
69.82,0.07213,0.03,988.0,1.02066,968.0,0.0177,0.21663,0.5752
0.0,0.0,0.025,1019.31,0.91066,1119.31,0.018,0.02626,0.3377
12.26,0.01419,0.026,824.28,0.95372,864.28,0.0248,0.10528,0.6353
24.24,0.02763,0.023,897.44,1.02279,877.44,0.0151,0.08763,0.1695
99.44,0.12473,0.034,897.27,1.12543,797.27,0.0252,0.10594,0.0541
100.83,0.12884,0.028,882.58,1.12778,782.58,0.0271,0.15716,0.2436
4.9,0.0055,0.024,810.43,0.91016,890.43,0.0272,0.16803,0.2547
21.21,0.02046,0.021,996.62,0.96141,1036.62,0.021,0.33575,0.0777
59.55,0.05432,0.029,1116.3,1.01824,1096.3,0.0209,0.15188,0.6253
26.01,0.02269,0.027,1166.5,1.01744,1146.5,0.0244,0.0666,0.2225
69.32,0.07458,0.027,969.49,1.04303,929.49,0.029,0.12749,0.9646
91.17,0.08569,0.026,1143.91,1.07519,1063.91,0.0272,0.17767,0.2513
6.47,0.00695,0.026,890.61,0.95702,930.61,0.029,0.14817,0.145
10.47,0.01131,0.024,905.45,0.97839,925.45,0.0117,0.21961,0.0564
0.2,0.0002,0.029,919.07,0.90187,1019.07,0.0121,0.06661,0.5601
98.48,0.12438,0.033,891.78,1.1263,791.78,0.019,0.03337,0.1057
131.44,0.12284,0.022,1110.05,1.03738,1070.05,0.0118,0.13994,9.1106
0.0,0.0,0.024,950.63,0.92238,1030.63,0.0263,0.06059,0.071
17.45,0.01752,0.021,995.76,1.0,995.76,0.0163,0.09077,0.2526
6.16,0.0059,0.024,1003.39,0.96166,1043.3899999999999,0.027,0.06609,0.5376
20.33,0.02314,0.022,878.49,1.0,878.49,0.0115,0.11934,0.2677
0.02,2e-05,0.028,994.48,0.90863,1094.48,0.025,0.13059,0.0668
69.88,0.08789,0.033,875.05,1.10062,795.05,0.0133,0.07852,0.7261
1.73,0.0017,0.02,995.75,0.98031,1015.75,0.0101,0.07539,0.0751
55.5,0.04644,0.026,1195.07,1.0,1195.07,0.0286,0.09082,1.6421
13.62,0.014,0.027,972.98,1.0,972.98,0.0273,0.07481,0.2215
21.37,0.0231,0.028,945.19,1.02162,925.19,0.0178,0.07842,0.0875
1.82,0.00146,0.022,1163.04,0.93564,1243.04,0.0275,0.11415,0.1591
30.74,0.02773,0.024,1068.51,0.96392,1108.51,0.0204,0.12009,0.9281
40.09,0.04781,0.028,878.46,1.04771,838.46,0.0282,0.08415,0.0751
4.15,0.00356,0.028,1086.85,0.93144,1166.85,0.0189,0.13079,0.2274
3.31,0.00404,0.023,818.31,1.0,818.31,0.0105,0.02679,0.2776
92.12,0.11027,0.031,895.39,1.07182,835.39,0.0223,0.17021,1.3245
25.59,0.02909,0.027,899.55,1.02274,879.55,0.0158,0.06618,0.5833
27.73,0.02533,0.031,1074.96,0.98173,1094.96,0.0175,0.36875,0.0545
0.27,0.00025,0.024,990.51,0.92527,1070.51,0.0188,0.12355,0.0936
101.64,0.10072,0.023,1109.12,1.0991,1009.1199999999999,0.0275,0.11741,0.2326
7.83,0.0085,0.031,901.6,0.9783,921.6,0.0254,0.1617,0.0742
82.72,0.10165,0.03,893.8,1.0983,813.8,0.0222,0.26808,0.0801
39.43,0.04907,0.031,843.61,1.04978,803.61,0.0256,0.02484,0.1029
18.69,0.01803,0.03,1036.6,1.0,1036.6,0.0118,0.16271,0.084
126.59,0.11885,0.032,1165.13,1.09389,1065.13,0.0218,0.20946,0.6154
54.72,0.06288,0.033,930.26,1.06894,870.26,0.0221,0.06187,0.8002
98.83,0.13211,0.027,848.08,1.13368,748.08,0.0149,0.08801,0.0994
52.7,0.04142,0.023,1192.35,0.93712,1272.35,0.0116,0.34463,0.2746
14.03,0.01487,0.028,923.66,0.97881,943.66,0.0102,0.24845,0.0621
19.03,0.02239,0.021,809.93,0.95294,849.93,0.0143,0.18701,0.3446
94.91,0.11457,0.025,928.38,1.12072,828.38,0.0117,0.03015,0.3789
9.16,0.00801,0.026,1103.79,0.96503,1143.79,0.0113,0.09626,0.3631
59.79,0.07508,0.021,856.33,1.07535,796.33,0.0207,0.02353,0.1407
0.63,0.00054,0.028,1059.56,0.91376,1159.56,0.011,0.08406,0.3663
25.58,0.0287,0.022,911.29,1.02244,891.29,0.0116,0.08505,0.249
97.2,0.10233,0.031,1049.89,1.10528,949.8900000000001,0.0227,0.09319,0.3145
0.0,0.0,0.034,881.68,0.91681,961.68,0.0102,0.07699,0.1209
0.67,0.00067,0.034,975.83,0.97992,995.83,0.0266,0.05646,0.078
0.19,0.00021,0.026,884.17,0.95672,924.17,0.0108,0.02385,3.0786
65.91,0.08177,0.024,866.06,1.07444,806.06,0.0271,0.20919,0.1316
37.19,0.03223,0.03,1073.97,0.93067,1153.97,0.0165,0.18774,0.8149
99.44,0.12056,0.027,924.82,1.12124,824.82,0.0251,0.08514,0.1307
91.66,0.11065,0.032,928.36,1.12072,828.36,0.015,0.06515,0.4965
19.24,0.02251,0.023,834.63,0.9766,854.63,0.0176,0.27134,0.0961
3.58,0.00369,0.028,929.08,0.95872,969.08,0.0185,0.13529,0.1054
10.53,0.01045,0.023,987.84,0.98016,1007.84,0.0243,0.13653,0.1202
0.0,0.0,0.025,1096.68,0.93201,1176.68,0.0271,0.08183,0.0635
0.0,0.0,0.033,1136.59,0.93424,1216.59,0.0197,0.02079,0.3011
49.21,0.05204,0.027,965.69,1.02115,945.69,0.0124,0.17299,0.407
0.0,0.0,0.023,1160.56,0.95084,1220.56,0.0189,0.06073,0.0661
7.95,0.00688,0.033,1134.73,0.98268,1154.73,0.0171,0.06996,0.3198
76.73,0.06946,0.034,1184.67,1.07242,1104.67,0.0162,0.07155,0.1504
0.11,9e-05,0.023,1166.1,0.92102,1266.1,0.0157,0.12537,0.0755
1.49,0.00158,0.027,844.19,0.89409,944.19,0.02,0.25044,0.0797
0.0,0.0,0.029,888.57,0.9174,968.57,0.0277,0.01761,0.4989
69.68,0.06268,0.021,1151.59,1.03598,1111.59,0.0207,0.15878,0.4449
0.0,0.0,0.034,1111.45,0.96526,1151.45,0.0112,0.02358,0.2377
63.69,0.0657,0.023,1029.42,1.06189,969.4200000000001,0.0274,0.03682,1.0763
36.78,0.04009,0.029,817.46,0.891,917.46,0.0295,0.58228,0.1461
0.0,0.0,0.026,1198.04,0.9374,1278.04,0.0164,0.04396,0.1165
28.12,0.02481,0.029,1153.49,1.01764,1133.49,0.024,0.14085,0.0663
18.1,0.02155,0.033,860.0,1.02381,840.0,0.0149,0.0382,0.1481
0.63,0.00057,0.033,1083.95,0.98188,1103.95,0.027,0.04227,0.1105
0.0,0.0,0.022,1181.26,0.92195,1281.26,0.0237,0.02343,0.1635
0.0,0.0,0.023,1102.63,0.93235,1182.63,0.0246,0.06795,0.0881
0.44,0.0005,0.033,822.83,0.93204,882.83,0.0271,0.0479,0.7198
78.06,0.10585,0.029,817.43,1.10848,737.43,0.0207,0.04401,0.2307
76.86,0.07436,0.03,1133.65,1.09674,1033.65,0.0117,0.02015,1.0791
0.03,3e-05,0.032,1076.27,0.9472,1136.27,0.0118,0.06673,0.0988
26.3,0.02308,0.023,1139.48,1.0,1139.48,0.0279,0.07706,0.5167
98.71,0.14001,0.028,805.03,1.14184,705.03,0.0212,0.0263,0.171
0.5,0.00055,0.033,866.08,0.95585,906.08,0.0154,0.06251,0.2193
14.33,0.01417,0.033,971.2,0.96044,1011.2,0.0283,0.08066,1.0311
23.13,0.02071,0.028,1116.81,1.0,1116.81,0.01,0.11594,0.2464
0.0,0.0,0.027,1137.24,0.91917,1237.24,0.0227,0.01248,0.2022
0.0,0.0,0.031,814.56,0.89066,914.56,0.017,0.04315,0.1958
85.85,0.10777,0.025,876.62,1.10042,796.62,0.0298,0.22968,0.156
0.02,2e-05,0.026,986.4,0.90795,1086.4,0.0274,0.08954,0.1451
0.0,0.0,0.034,1128.62,0.96577,1168.62,0.016,0.04158,0.0669
105.24,0.10409,0.023,1091.02,1.07913,1011.02,0.018,0.23954,0.3437
74.76,0.08111,0.028,1001.72,1.08679,921.72,0.018,0.07312,0.8258
39.19,0.03694,0.03,1101.0,1.0377,1061.0,0.0256,0.01989,0.1386
6.08,0.00497,0.026,1184.48,0.96733,1224.48,0.0247,0.10892,0.1481
54.14,0.05093,0.035,1123.05,1.05644,1063.05,0.0225,0.01418,0.3849
29.06,0.0273,0.028,1064.36,1.0,1064.36,0.024,0.16906,0.1695
39.63,0.04101,0.035,1046.35,1.08279,966.3499999999999,0.0259,0.14363,58.1127
59.02,0.06075,0.03,1031.55,1.06176,971.55,0.024,0.0713,0.1493
0.32,0.00036,0.024,811.67,0.91028,891.67,0.0176,0.04808,1.0676
21.31,0.0197,0.029,1101.78,1.01849,1081.78,0.0225,0.05544,0.1305
23.92,0.02643,0.029,924.87,1.0221,904.87,0.027,0.06881,0.2193
69.37,0.07454,0.026,950.63,1.02149,930.63,0.0235,0.22152,0.53
98.78,0.11848,0.031,933.75,1.11994,833.75,0.0132,0.10445,0.0681
22.04,0.02295,0.029,940.29,0.97917,960.29,0.0279,0.18502,0.1984
0.0,0.0,0.026,1190.63,0.92252,1290.63,0.0127,0.05663,0.1342
22.49,0.0278,0.035,828.89,1.02473,808.89,0.014,0.10065,0.121
4.2,0.00412,0.028,978.31,0.96072,1018.31,0.0178,0.1185,0.1415
0.43,0.0004,0.024,1065.5,0.98158,1085.5,0.0175,0.04982,0.067
60.42,0.07166,0.029,903.17,1.07116,843.17,0.0139,0.159,0.101
99.08,0.10228,0.024,1068.75,1.10323,968.75,0.0145,0.04133,0.0791
2.57,0.00216,0.033,1087.64,0.9158,1187.64,0.03,0.16675,0.1421
0.28,0.00023,0.023,1185.27,0.98341,1205.27,0.0206,0.03534,0.0876
104.95,0.11098,0.03,1045.63,1.10575,945.6300000000001,0.0118,0.1336,1.6283
52.77,0.04538,0.034,1162.85,1.0,1162.85,0.0265,0.18718,0.404
59.21,0.07387,0.031,861.5,1.07486,801.5,0.0281,0.02413,0.1887
0.0,0.0,0.029,951.02,0.94065,1011.02,0.0295,0.04745,0.1094
29.29,0.03276,0.022,874.21,0.97763,894.21,0.0211,0.36757,0.0885
76.67,0.07239,0.025,1139.08,1.07554,1059.08,0.0169,0.05029,0.3239
0.0,0.0,0.035,903.5,0.91866,983.5,0.0243,0.08765,0.0571
33.53,0.03413,0.024,982.4,1.0,982.4,0.0136,0.23369,0.1406
0.0,0.0,0.024,1167.78,0.95113,1227.78,0.0176,0.01069,0.0642
0.0,0.0,0.025,852.18,0.89498,952.18,0.023,0.01253,0.0846
52.13,0.04629,0.031,1106.05,0.98224,1126.05,0.0218,0.20361,0.5099
79.61,0.07364,0.024,1161.0,1.07401,1081.0,0.0226,0.0788,0.1332
64.34,0.064,0.032,1045.31,1.03979,1005.31,0.016,0.14919,0.6552
98.42,0.11317,0.029,969.69,1.11498,869.69,0.0146,0.0812,0.1027
46.96,0.05577,0.03,881.97,1.04751,841.97,0.0126,0.1008,0.9094
79.21,0.09392,0.026,923.36,1.09486,843.36,0.0112,0.1539,0.0622
62.34,0.05592,0.026,1154.86,1.03588,1114.86,0.0153,0.15243,0.3867
1.2,0.00111,0.02,1021.61,0.94453,1081.6100000000001,0.0163,0.12354,0.0969
79.66,0.07727,0.022,1110.94,1.0776,1030.94,0.0211,0.07734,0.158
9.38,0.01013,0.028,926.39,1.0,926.39,0.026,0.06261,0.1713
0.0,0.0,0.027,1090.31,0.93164,1170.31,0.0143,0.06937,0.0592
97.89,0.08971,0.035,1191.23,1.09164,1091.23,0.0181,0.11699,0.1038
8.68,0.00823,0.033,975.04,0.92417,1055.04,0.0166,0.10138,0.9324
0.5,0.00046,0.025,1016.7,0.94427,1076.7,0.0268,0.0417,0.5783
99.21,0.10699,0.035,1027.24,1.10785,927.24,0.0231,0.15373,0.0564
0.0,0.0,0.026,976.31,0.92426,1056.31,0.0219,0.07903,0.0758
63.64,0.06294,0.021,1071.19,1.05934,1011.19,0.0186,0.06913,0.8289
54.67,0.05951,0.031,858.64,0.93469,918.64,0.011,0.28871,0.7296
0.79,0.00074,0.023,1006.43,0.94374,1066.4299999999998,0.0133,0.06021,0.3833
0.0,0.0,0.024,926.37,0.93917,986.37,0.0295,0.03405,0.176
0.0,0.0,0.022,1081.98,0.9154,1181.98,0.0274,0.08262,0.0648
36.79,0.03138,0.031,1192.58,1.01706,1172.58,0.0173,0.09025,0.5426
25.29,0.02276,0.022,1131.18,1.018,1111.18,0.011,0.11952,0.0649
79.06,0.08305,0.032,1031.91,1.08404,951.9100000000001,0.0246,0.04721,0.0982
40.82,0.03684,0.022,1148.15,1.0361,1108.15,0.0288,0.04179,0.1196
38.24,0.03408,0.021,1161.99,1.03565,1121.99,0.0113,0.04907,0.285
78.7,0.09153,0.029,939.87,1.09304,859.87,0.013,0.07228,0.081
16.55,0.01595,0.025,1037.76,1.0,1037.76,0.0215,0.08103,0.2606
3.44,0.00363,0.034,847.32,0.89444,947.32,0.0215,0.08065,1.4257
88.29,0.07739,0.034,1180.82,1.03506,1140.82,0.0179,0.37429,0.1566
0.16,0.00014,0.03,1104.22,0.94846,1164.22,0.0296,0.06363,0.1498
78.2,0.10305,0.028,838.87,1.10542,758.87,0.0182,0.08324,0.1902
25.24,0.03086,0.021,817.93,1.0,817.93,0.0106,0.07474,1.8718
81.84,0.06714,0.022,1118.96,0.91796,1218.96,0.0254,0.48912,0.3059
40.36,0.03808,0.03,1099.87,1.03774,1059.87,0.0115,0.11989,0.0572
112.39,0.14023,0.02,901.45,1.12477,801.45,0.017,0.25631,0.3044
67.38,0.08733,0.034,851.55,1.10369,771.55,0.0157,0.04471,0.774
77.42,0.09212,0.027,920.38,1.0952,840.38,0.0191,0.07728,0.3362
2.32,0.00281,0.028,805.4,0.97577,825.4,0.0124,0.07983,0.1332
8.12,0.00752,0.032,1059.6,0.98147,1079.6,0.0168,0.12724,0.0952
9.55,0.00788,0.023,1151.38,0.95047,1211.38,0.0234,0.11554,0.3181
19.9,0.0196,0.024,995.36,0.9803,1015.36,0.0169,0.2064,0.1246
40.12,0.03397,0.034,1180.92,1.0,1180.92,0.0172,0.2536,0.1203
22.91,0.02084,0.034,1119.32,1.01819,1099.32,0.0288,0.06562,0.1383
59.8,0.06577,0.026,969.22,1.06599,909.22,0.0239,0.09168,0.0633
2.29,0.00243,0.033,903.02,0.95758,943.02,0.024,0.1195,0.1064
43.41,0.05345,0.033,852.23,1.04925,812.23,0.0231,0.08278,0.7351
40.91,0.05167,0.023,831.74,1.05052,791.74,0.029,0.09112,0.1094
56.84,0.07368,0.032,831.45,1.07778,771.45,0.0266,0.0446,0.5496
52.84,0.05448,0.032,1009.88,1.04124,969.88,0.0215,0.11344,0.576
11.24,0.00886,0.031,1188.79,0.93695,1268.79,0.0174,0.18733,0.1879
30.76,0.03722,0.028,846.34,1.0242,826.34,0.0153,0.25591,0.0525
41.03,0.03904,0.028,1071.06,1.01903,1051.06,0.0183,0.22818,0.1012
1.43,0.00151,0.022,926.3,0.97887,946.3,0.0296,0.03349,0.3146
16.99,0.01576,0.03,1078.16,1.0,1078.16,0.0293,0.08802,0.2057
1.32,0.00125,0.034,996.05,0.94318,1056.05,0.0251,0.11441,0.1265
5.2,0.00501,0.03,998.34,0.96148,1038.3400000000001,0.024,0.12409,0.1435
0.03,3e-05,0.033,1068.48,0.96391,1108.48,0.0232,0.05348,0.0768
0.0,0.0,0.03,1128.14,0.96576,1168.14,0.0291,0.01788,0.4193
58.59,0.07702,0.035,820.75,1.07887,760.75,0.0167,0.03649,0.0885
6.56,0.00719,0.035,812.51,0.89041,912.51,0.021,0.33302,0.1058
10.13,0.01096,0.029,924.44,1.0,924.44,0.0211,0.06211,0.231
97.1,0.08877,0.032,1193.8,1.09142,1093.8,0.024,0.02338,0.2445
4.14,0.00355,0.031,1165.49,1.0,1165.49,0.0288,0.02094,0.2062
71.19,0.07271,0.021,1019.05,1.04086,979.05,0.0169,0.08655,3.1342
77.0,0.06869,0.031,1021.01,0.91079,1121.01,0.0291,0.17475,3.1
96.84,0.1201,0.033,906.3,1.12402,806.3,0.0195,0.07428,0.2245
4.11,0.00442,0.028,850.71,0.91404,930.71,0.0106,0.1319,0.3784
91.97,0.10094,0.023,991.17,1.0878,911.17,0.0131,0.10755,2.4287
39.66,0.04091,0.026,1009.56,1.04126,969.56,0.0197,0.0711,0.1102
0.0,0.0,0.021,1009.57,0.96189,1049.5700000000002,0.0113,0.01929,0.4719
96.28,0.08506,0.022,1111.85,0.98233,1131.85,0.0294,0.28968,0.6593
66.58,0.06145,0.021,1043.49,0.96308,1083.49,0.0244,0.35789,0.3151
0.31,0.00028,0.027,1084.34,0.96442,1124.34,0.0209,0.06607,0.0947
45.01,0.04238,0.033,1082.1,1.01883,1062.1,0.0241,0.18905,0.1922
1.96,0.00223,0.027,838.3,0.95446,878.3,0.0134,0.12336,0.1066
11.91,0.01013,0.023,1175.98,1.0,1175.98,0.0194,0.08463,0.0934
59.66,0.06624,0.029,960.63,1.06662,900.63,0.0258,0.06459,0.6294
60.45,0.05517,0.025,1155.61,1.05476,1095.61,0.0276,0.05507,0.2109
15.44,0.01452,0.026,1063.1,1.0,1063.1,0.0121,0.05212,1.0544
17.83,0.019,0.024,918.64,0.97869,938.64,0.0183,0.04428,6.9774
15.57,0.01548,0.034,1006.04,1.0,1006.04,0.0222,0.05508,0.8856
0.19,0.00022,0.032,841.81,0.95464,881.81,0.0248,0.05168,0.2217
79.72,0.1072,0.032,823.63,1.10758,743.63,0.0296,0.05884,0.0642
59.33,0.0743,0.035,858.56,1.07514,798.56,0.0287,0.09888,0.1632
46.96,0.04485,0.031,1087.02,1.0382,1047.02,0.0215,0.09798,0.3661
61.94,0.05683,0.02,1149.87,1.05505,1089.87,0.0246,0.0625,0.2933
6.71,0.0075,0.021,874.08,0.97763,894.08,0.0105,0.05405,0.81
6.04,0.0069,0.021,835.23,0.9543,875.23,0.0218,0.09505,0.3799
2.88,0.00289,0.026,974.92,0.9799,994.92,0.0172,0.07936,0.1044
78.13,0.08832,0.033,964.66,1.09043,884.66,0.0295,0.07058,1.0134
5.89,0.00473,0.031,1165.98,0.93579,1245.98,0.0292,0.11116,0.3341
3.81,0.00346,0.026,1062.49,0.96372,1102.49,0.0162,0.07877,0.2649
59.08,0.07103,0.032,891.73,1.07214,831.73,0.0243,0.09049,0.1357
0.03,3e-05,0.03,1099.98,0.91667,1199.98,0.0146,0.07436,0.1922
36.71,0.04362,0.024,861.6,1.02376,841.6,0.0281,0.11783,0.3892
0.0,0.0,0.022,1171.33,0.92134,1271.33,0.0283,0.02854,0.2556
51.35,0.06527,0.021,826.76,1.05084,786.76,0.0263,0.25081,0.1077
14.86,0.01561,0.029,952.07,1.0,952.07,0.0218,0.09758,0.1753
9.64,0.00799,0.021,1186.11,0.98342,1206.11,0.0157,0.07141,0.299
4.42,0.00393,0.025,1085.67,0.96447,1125.67,0.01,0.06763,0.4348
98.46,0.12669,0.029,877.19,1.12867,777.19,0.0206,0.07786,0.1642
4.45,0.00464,0.029,939.55,0.97916,959.55,0.0233,0.13169,0.0576
13.7,0.01185,0.032,1076.5,0.93083,1156.5,0.0141,0.26276,0.1354
2.45,0.00211,0.025,1143.8,0.98281,1163.8,0.0142,0.02459,1.7944
58.52,0.05979,0.027,1038.7,1.06131,978.7,0.0171,0.0748,0.1566
53.28,0.06264,0.026,830.57,0.97649,850.57,0.0191,0.20549,0.9296
124.94,0.14477,0.02,963.01,1.11587,863.01,0.018,0.29268,0.3656
85.85,0.10155,0.03,925.37,1.09463,845.37,0.0155,0.14069,0.7769
78.86,0.0932,0.026,926.17,1.09454,846.17,0.0204,0.03763,0.1676
37.1,0.03968,0.028,975.03,1.04278,935.03,0.012,0.01901,0.1811
15.45,0.0146,0.023,958.5,0.90553,1058.5,0.0289,0.07171,2.6788
0.0,0.0,0.023,1176.9,0.95149,1236.9,0.0214,0.01757,0.5411
1.52,0.00141,0.033,1058.74,0.98146,1078.74,0.0135,0.05654,0.1212
0.66,0.0007,0.028,848.22,0.89454,948.22,0.0208,0.13224,0.2107
2.75,0.00235,0.032,1148.64,0.98289,1168.64,0.0137,0.06098,0.1377
35.07,0.04377,0.024,821.32,1.02496,801.32,0.017,0.27496,0.0732
21.79,0.02287,0.03,992.87,1.04198,952.87,0.016,0.04167,4.7273
99.46,0.12049,0.024,925.44,1.12115,825.44,0.0175,0.09244,0.0695
57.53,0.05924,0.03,1031.08,1.06179,971.0799999999999,0.0201,0.02718,0.2179
99.71,0.14228,0.028,800.78,1.1427,700.78,0.0261,0.15255,0.07
18.42,0.01676,0.025,998.96,0.909,1098.96,0.0204,0.22093,0.3567
20.54,0.01838,0.029,1137.55,1.0179,1117.55,0.0147,0.04947,0.2175
0.1,0.0001,0.032,944.91,0.94029,1004.91,0.0165,0.0729,0.1457
10.74,0.01,0.025,1073.9,1.0,1073.9,0.023,0.10859,0.054
0.01,1e-05,0.023,879.98,0.91666,959.98,0.0206,0.05156,0.2992
2.72,0.00228,0.03,1170.63,0.9832,1190.63,0.03,0.05585,0.1329
101.99,0.11738,0.022,968.87,1.11509,868.87,0.0294,0.06767,0.4558
28.62,0.03203,0.031,853.49,0.95523,893.49,0.0213,0.28322,0.2252
