C,C/K,D,S,S/K,k,r,sigma,t
17.8,0.01904,0.023,1054.87,1.12836,934.8699999999999,0.0217,0.17081,0.7778
35.17,0.03264,0.028,1157.58,1.07424,1077.58,0.0245,0.20612,0.5425
1.98,0.00187,0.036,1100.89,1.0377,1060.89,0.0177,0.06122,0.2234
91.0,0.09062,0.024,964.23,0.96017,1004.23,0.0235,0.227,0.6254
15.47,0.01491,0.031,1077.78,1.03854,1037.78,0.0278,0.07236,1.0199
134.81,0.10725,0.029,1176.94,0.93635,1256.94,0.0191,0.21813,0.6604
108.79,0.08985,0.032,1110.82,0.91741,1210.82,0.0127,0.1934,0.161
154.52,0.13044,0.034,1044.64,0.88182,1184.64,0.0133,0.13228,0.5448
17.92,0.02234,0.026,802.21,1.0,802.21,0.0296,0.07929,0.5608
72.99,0.07437,0.035,941.5,0.95925,981.5,0.0114,0.11088,0.8113
12.76,0.0136,0.031,1018.33,1.08526,938.33,0.0187,0.11678,0.7195
4.18,0.00494,0.031,926.02,1.09456,846.02,0.0291,0.16174,0.2307
157.03,0.14611,0.026,934.74,0.86974,1074.74,0.0124,0.16478,0.6925
39.54,0.0478,0.036,807.27,0.97582,827.27,0.0254,0.07473,0.9644
2.76,0.00338,0.04,935.69,1.14711,815.69,0.0172,0.19917,0.2159
26.51,0.02841,0.033,953.03,1.02144,933.03,0.0262,0.10086,0.8058
19.69,0.01925,0.03,1122.73,1.09778,1022.73,0.0297,0.16009,0.6825
55.67,0.04747,0.035,1152.86,0.98295,1172.86,0.0137,0.2171,0.1789
0.52,0.00058,0.035,1015.24,1.13404,895.24,0.019,0.09056,0.4414
133.74,0.11319,0.026,1061.55,0.89844,1181.55,0.0115,0.14772,0.4668
84.9,0.09558,0.033,808.26,0.90994,888.26,0.0266,0.19185,0.1873
2.24,0.00313,0.028,834.85,1.16787,714.85,0.0266,0.16165,0.4013
143.53,0.13609,0.028,914.65,0.86725,1054.65,0.0223,0.10092,0.8041
0.58,0.00071,0.03,954.88,1.1718,814.88,0.0217,0.12745,0.3728
60.14,0.0607,0.035,950.74,0.95963,990.74,0.0235,0.21336,0.1852
44.45,0.04053,0.04,1176.63,1.07295,1096.63,0.0251,0.17085,0.9063
72.83,0.08046,0.026,845.2,0.93372,905.2,0.0125,0.09208,0.7038
147.32,0.11959,0.026,1131.91,0.91883,1231.91,0.0144,0.18001,0.929
85.94,0.06967,0.04,1193.47,0.96757,1233.47,0.0284,0.21508,0.3541
70.03,0.07177,0.021,915.78,0.93851,975.78,0.0259,0.10078,0.9793
0.85,0.00094,0.021,1044.08,1.15485,904.0799999999999,0.0239,0.12794,0.3612
74.46,0.06675,0.022,1195.49,1.07172,1115.49,0.012,0.23414,0.9797
93.05,0.08858,0.04,970.48,0.92384,1050.48,0.01,0.04134,0.4663
68.78,0.06575,0.027,986.16,0.94265,1046.1599999999999,0.0161,0.15552,0.1912
102.59,0.10756,0.036,893.77,0.93709,953.77,0.0289,0.19492,0.8897
99.28,0.08816,0.025,1026.15,0.9112,1126.15,0.0268,0.07373,0.8964
0.15,0.00021,0.039,857.8,1.19504,717.8,0.0105,0.10703,0.4238
22.55,0.03139,0.024,818.34,1.13921,718.34,0.0161,0.18734,1.0363
49.31,0.05082,0.025,930.23,0.95877,970.23,0.0173,0.08275,0.4676
6.25,0.00908,0.024,808.08,1.1744,688.08,0.0105,0.21645,0.3916
0.12,0.00012,0.023,1159.34,1.11546,1039.34,0.0113,0.09312,0.2236
32.83,0.03902,0.03,921.46,1.09507,841.46,0.0299,0.22336,0.7079
64.9,0.06239,0.034,980.28,0.94232,1040.28,0.0106,0.07647,0.202
33.79,0.03401,0.021,1013.43,1.02013,993.43,0.0139,0.17896,0.3471
0.64,0.00082,0.027,877.2,1.12867,777.2,0.01,0.20457,0.0979
33.2,0.03023,0.037,1198.14,1.09106,1098.14,0.0163,0.21508,0.492
18.52,0.01842,0.032,1025.29,1.01989,1005.29,0.0212,0.15813,0.1736
116.76,0.10607,0.028,1000.79,0.90916,1100.79,0.0157,0.17054,0.4415
30.03,0.03314,0.031,1006.07,1.11037,906.07,0.0247,0.22362,0.6407
15.28,0.01465,0.026,1183.34,1.13418,1043.34,0.017,0.18147,0.5615
133.3,0.1061,0.035,1176.37,0.93632,1256.37,0.0188,0.15874,1.0021
76.84,0.0709,0.039,1063.76,0.98155,1083.76,0.0295,0.14452,1.0422
23.17,0.02256,0.038,1107.04,1.07789,1027.04,0.0167,0.1548,0.5777
5.12,0.00577,0.029,946.6,1.06767,886.6,0.012,0.06845,0.7214
4.64,0.00463,0.029,1082.98,1.07976,1002.98,0.0235,0.08821,0.5702
127.54,0.09828,0.035,1177.78,0.90753,1297.78,0.0288,0.09142,0.7685
5.17,0.00588,0.032,998.9,1.13653,878.9,0.0288,0.15848,0.4293
41.9,0.03786,0.031,1066.74,0.96386,1106.74,0.0276,0.0771,0.1448
4.34,0.00501,0.024,926.83,1.06922,866.83,0.0118,0.09756,0.3899
100.97,0.10866,0.033,829.27,0.89239,929.27,0.0256,0.083,0.2635
21.47,0.02438,0.024,920.79,1.04541,880.79,0.0173,0.10038,1.0182
2.5,0.00254,0.026,1024.4,1.04063,984.4000000000001,0.0273,0.04121,0.8122
82.53,0.08424,0.024,899.69,0.91834,979.69,0.0199,0.07636,0.5504
14.28,0.01564,0.029,932.91,1.02191,912.91,0.0114,0.09249,0.3677
41.77,0.05173,0.024,887.45,1.09908,807.45,0.0202,0.22174,1.0044
46.19,0.04691,0.034,964.59,0.97969,984.59,0.0273,0.19884,0.2025
28.2,0.03269,0.021,962.52,1.11594,862.52,0.0204,0.21372,0.7448
155.02,0.13008,0.023,1051.77,0.88253,1191.77,0.017,0.18497,0.5134
7.63,0.00855,0.031,952.5,1.06723,892.5,0.0141,0.12953,0.3129
99.0,0.09355,0.031,978.26,0.9244,1058.26,0.0111,0.14319,0.4785
40.59,0.04065,0.024,958.56,0.95994,998.56,0.0198,0.04441,0.1634
0.0,0.0,0.03,877.44,1.12863,777.44,0.0272,0.0498,0.3032
24.61,0.02189,0.036,1124.36,1.0,1124.36,0.0296,0.05088,0.9206
37.86,0.03658,0.024,1055.0,1.01932,1035.0,0.023,0.16854,0.4555
36.26,0.03462,0.028,1087.26,1.03819,1047.26,0.0108,0.16507,0.5156
143.72,0.11356,0.033,1165.58,0.92098,1265.58,0.0234,0.18729,0.7953
63.96,0.07148,0.026,854.8,0.9553,894.8,0.014,0.22581,0.2497
11.09,0.01554,0.028,833.71,1.16814,713.71,0.0291,0.18139,0.8103
1.41,0.00195,0.032,804.63,1.1104,724.63,0.0231,0.08154,0.6466
48.16,0.0562,0.036,836.9,0.97666,856.9,0.0286,0.16358,0.4332
137.88,0.13638,0.038,891.02,0.88131,1011.02,0.0156,0.17838,0.5177
42.39,0.03691,0.04,1128.41,0.98258,1148.41,0.0175,0.06049,0.5893
142.57,0.11793,0.027,1108.96,0.91728,1208.96,0.0173,0.205,0.7053
63.08,0.07293,0.03,804.91,0.93063,864.91,0.0173,0.05099,0.3338
80.45,0.06528,0.023,1152.3,0.93508,1232.3,0.0179,0.06842,0.101
144.85,0.12835,0.036,1008.58,0.89367,1128.58,0.0127,0.229,0.3865
81.15,0.07164,0.021,1052.78,0.92938,1132.78,0.0212,0.15245,0.0955
24.57,0.02314,0.024,1081.92,1.01883,1061.92,0.0142,0.1405,0.2923
59.9,0.0538,0.034,1073.34,0.96407,1113.34,0.0185,0.0961,0.5209
1.2,0.00125,0.039,1041.94,1.08317,961.94,0.0182,0.07292,0.4016
146.18,0.14562,0.029,863.82,0.86053,1003.82,0.0156,0.05718,0.6696
142.94,0.1237,0.021,1035.57,0.89616,1155.57,0.0119,0.21021,0.4722
45.42,0.05059,0.026,897.73,1.0,897.73,0.0285,0.17138,0.5822
1.56,0.00195,0.024,941.26,1.17472,801.26,0.0174,0.09163,1.0201
89.29,0.07671,0.024,1143.94,0.98282,1163.94,0.0291,0.22551,0.6318
0.45,0.00062,0.033,864.15,1.19333,724.15,0.0233,0.15623,0.2877
89.99,0.0817,0.039,1021.51,0.92737,1101.51,0.0244,0.04017,0.7848
0.51,0.00053,0.026,1037.27,1.08357,957.27,0.0135,0.04914,0.6449
5.18,0.00466,0.033,1130.74,1.01801,1110.74,0.0258,0.11619,0.059
11.21,0.01043,0.036,1174.38,1.09308,1074.38,0.0218,0.09189,0.9686
33.57,0.02902,0.028,1176.8,1.01729,1156.8,0.0281,0.13016,0.5122
14.13,0.01572,0.035,898.94,1.0,898.94,0.0101,0.12216,0.0898
19.25,0.02469,0.036,859.65,1.10261,779.65,0.0159,0.22864,0.4029
122.83,0.09772,0.021,1197.01,0.95227,1257.01,0.0208,0.20268,0.8595
0.16,0.00016,0.028,1085.92,1.07953,1005.9200000000001,0.0111,0.10875,0.0959
82.36,0.08208,0.025,963.41,0.96014,1003.41,0.0126,0.2299,0.4104
94.36,0.08003,0.039,1099.06,0.93215,1179.06,0.0266,0.08058,0.8039
43.72,0.03675,0.024,1149.68,0.96638,1189.68,0.0255,0.08555,0.1884
112.37,0.09478,0.031,1085.55,0.91565,1185.55,0.0256,0.17036,0.3439
14.04,0.01774,0.036,851.55,1.0758,791.55,0.0257,0.11204,0.8854
8.72,0.0103,0.031,846.37,1.0,846.37,0.0106,0.06761,0.1141
83.62,0.08148,0.039,966.21,0.94153,1026.21,0.0207,0.23156,0.2384
35.31,0.03265,0.023,1081.47,1.0,1081.47,0.03,0.1169,0.5664
67.28,0.06017,0.025,1098.16,0.98211,1118.16,0.0293,0.15118,0.8181
83.22,0.08176,0.033,957.9,0.94106,1017.9,0.0131,0.14011,0.5165
7.3,0.00797,0.022,975.87,1.06551,915.87,0.0184,0.10478,0.4718
0.04,4e-05,0.04,1178.68,1.13479,1038.68,0.0285,0.10208,0.1959
13.77,0.0165,0.033,914.77,1.09583,834.77,0.0114,0.1395,0.6383
72.27,0.05966,0.022,1151.45,0.95047,1211.45,0.0132,0.07733,0.607
106.07,0.09538,0.023,1012.06,0.91008,1112.06,0.02,0.13464,0.3903
80.78,0.07483,0.027,1019.48,0.94442,1079.48,0.0208,0.17047,0.3691
144.53,0.1149,0.04,1137.9,0.9046,1257.9,0.0278,0.14528,0.789
42.15,0.03857,0.028,1092.71,1.0,1092.71,0.0227,0.10955,0.7299
0.37,0.00048,0.02,888.07,1.15624,768.07,0.0222,0.14723,0.2215
50.52,0.04558,0.03,1088.44,0.98196,1108.44,0.0153,0.10032,0.6079
12.55,0.01681,0.027,886.72,1.18749,746.72,0.0209,0.18769,0.8621
24.79,0.02536,0.024,1017.44,1.04092,977.44,0.0107,0.11933,0.6646
81.94,0.0708,0.03,1097.35,0.94816,1157.35,0.0196,0.16623,0.3368
19.97,0.02063,0.028,1027.9,1.06199,967.9000000000001,0.029,0.18696,0.3485
10.02,0.0111,0.031,982.91,1.0886,902.91,0.0113,0.09415,0.8566
16.56,0.01529,0.026,1122.95,1.03694,1082.95,0.0281,0.08705,0.7783
18.69,0.02013,0.022,928.35,1.0,928.35,0.0273,0.13263,0.1518
42.48,0.04012,0.023,1118.91,1.05666,1058.91,0.0145,0.15921,0.9078
11.65,0.01294,0.021,1040.54,1.15546,900.54,0.027,0.20362,0.5229
5.61,0.00762,0.029,815.75,1.10873,735.75,0.021,0.10765,0.7646
5.35,0.00621,0.032,881.67,1.02321,861.67,0.0236,0.0633,0.3113
22.55,0.02116,0.023,1065.51,1.0,1065.51,0.029,0.10285,0.2927
2.22,0.00202,0.037,1198.58,1.09103,1098.58,0.0163,0.15044,0.1498
4.99,0.00601,0.032,949.87,1.1446,829.87,0.0169,0.13309,0.6103
125.31,0.09848,0.038,1172.5,0.92141,1272.5,0.0106,0.11055,0.6119
64.72,0.07709,0.033,819.55,0.97618,839.55,0.0234,0.17863,0.7759
103.5,0.10354,0.022,899.57,0.89996,999.57,0.0158,0.09251,0.5291
11.33,0.01231,0.021,1000.17,1.08694,920.17,0.0126,0.21191,0.225
156.52,0.12984,0.026,1125.45,0.93363,1205.45,0.0106,0.22573,0.9745
137.89,0.14109,0.039,897.32,0.91814,977.32,0.0152,0.21941,0.9729
10.17,0.00954,0.039,1106.45,1.03751,1066.45,0.0115,0.07479,0.427
18.82,0.01763,0.036,1187.5,1.11241,1067.5,0.0179,0.15416,0.6835
91.83,0.07944,0.039,1135.94,0.9827,1155.94,0.016,0.1771,0.7849
37.54,0.03236,0.033,1180.23,1.01724,1160.23,0.0155,0.12614,0.5215
10.5,0.01377,0.021,842.55,1.10491,762.55,0.0131,0.11626,0.9525
12.89,0.01222,0.035,1095.23,1.03791,1055.23,0.014,0.092,0.4162
0.34,0.00041,0.036,920.12,1.12193,820.12,0.0179,0.12704,0.183
62.88,0.05275,0.04,1131.98,0.94966,1191.98,0.0293,0.04567,0.2711
59.26,0.05447,0.022,1027.87,0.94485,1087.87,0.0283,0.07092,0.377
42.9,0.04818,0.022,890.49,1.0,890.49,0.0224,0.13506,0.8363
1.2,0.00166,0.029,841.29,1.16637,721.29,0.0167,0.11855,0.5318
144.78,0.11078,0.031,1186.93,0.90818,1306.93,0.0128,0.17458,0.4699
52.87,0.04359,0.02,1193.02,0.98351,1213.02,0.0201,0.18793,0.2208
40.87,0.04773,0.021,836.31,0.97664,856.31,0.0245,0.13308,0.4811
45.95,0.05743,0.025,840.16,1.04999,800.16,0.0159,0.20264,0.8795
2.19,0.00312,0.025,801.19,1.14261,701.19,0.0256,0.13589,0.4553
1.1,0.0015,0.024,831.02,1.1368,731.02,0.0264,0.08822,0.7597
93.21,0.07889,0.025,1101.47,0.93229,1181.47,0.0206,0.09339,0.8567
94.67,0.07825,0.034,1129.84,0.93388,1209.84,0.0216,0.05649,1.037
8.81,0.00794,0.028,1150.09,1.03603,1110.09,0.0159,0.07409,0.428
88.03,0.0961,0.029,896.07,0.97817,916.07,0.0294,0.22036,1.026
0.14,0.00018,0.024,855.26,1.10319,775.26,0.0241,0.04938,0.7779
5.43,0.00616,0.031,941.56,1.06806,881.56,0.0121,0.05383,1.0369
143.42,0.12728,0.035,986.79,0.87575,1126.79,0.0252,0.05543,0.5683
8.83,0.00842,0.031,1128.74,1.07628,1048.74,0.0179,0.16613,0.2287
0.4,0.0004,0.024,1107.01,1.0993,1007.01,0.0196,0.05573,0.6751
84.55,0.07659,0.035,1043.94,0.94565,1103.94,0.0222,0.11514,0.7382
51.31,0.04644,0.034,1064.77,0.96379,1104.77,0.0144,0.06447,0.4087
39.99,0.0455,0.023,998.85,1.13654,878.85,0.0214,0.23091,1.0361
7.55,0.00784,0.024,1062.96,1.10385,962.96,0.0206,0.16777,0.3214
118.37,0.12112,0.028,897.28,0.91814,977.28,0.0209,0.18399,1.0249
57.8,0.06539,0.021,863.86,0.97737,883.86,0.0147,0.13944,0.8673
112.86,0.1047,0.026,1017.96,0.94434,1077.96,0.0154,0.18536,0.9314
80.12,0.066,0.029,1133.91,0.9341,1213.91,0.0277,0.1315,0.0543
10.8,0.01195,0.024,1023.59,1.1328,903.59,0.0235,0.21674,0.3511
1.33,0.00136,0.033,1061.41,1.08152,981.4100000000001,0.025,0.05188,0.8316
5.29,0.00548,0.029,1045.68,1.08284,965.6800000000001,0.0184,0.07079,0.9223
43.87,0.05497,0.022,838.08,1.05012,798.08,0.0268,0.22452,0.7632
148.88,0.14828,0.022,864.08,0.86057,1004.08,0.0241,0.16414,0.9373
56.72,0.05373,0.027,1075.73,1.01894,1055.73,0.0131,0.15894,0.8287
122.18,0.1064,0.024,1028.33,0.8955,1148.33,0.02,0.06193,0.9183
140.94,0.10838,0.04,1160.47,0.89235,1300.47,0.0292,0.17665,0.0823
73.38,0.07484,0.022,980.51,1.0,980.51,0.0256,0.1997,0.9696
40.37,0.04432,0.038,910.81,1.0,910.81,0.0193,0.08801,1.0139
47.3,0.04499,0.026,1091.27,1.03805,1051.27,0.0113,0.154,0.8456
1.79,0.00232,0.033,852.55,1.10355,772.55,0.0184,0.05964,1.0202
4.9,0.00566,0.038,965.38,1.11556,865.38,0.0206,0.10003,0.7273
152.14,0.15326,0.023,852.72,0.85897,992.72,0.0169,0.22281,0.458
74.94,0.0648,0.033,1156.52,1.0,1156.52,0.0157,0.18896,0.6375
118.65,0.10493,0.021,1030.73,0.91156,1130.73,0.0264,0.16417,0.7593
5.05,0.00618,0.02,937.14,1.14685,817.14,0.0142,0.18881,0.339
90.74,0.07587,0.031,1116.05,0.93311,1196.05,0.0167,0.1947,0.1566
19.02,0.02165,0.036,1018.49,1.15936,878.49,0.0295,0.19193,0.8377
146.17,0.11473,0.035,1134.06,0.89012,1274.06,0.0146,0.05006,0.2948
62.79,0.06648,0.023,944.48,1.0,944.48,0.0147,0.22852,0.5092
15.61,0.02232,0.035,819.43,1.17157,699.43,0.0178,0.21701,0.6864
46.01,0.04682,0.025,982.67,1.0,982.67,0.0237,0.16633,0.5039
0.01,1e-05,0.027,920.94,1.14982,800.94,0.0271,0.05952,0.5266
64.05,0.05753,0.032,1153.34,1.03593,1113.34,0.022,0.21995,0.656
142.4,0.13159,0.031,982.11,0.90759,1082.1100000000001,0.0249,0.22722,0.7854
13.72,0.01271,0.028,1159.11,1.07414,1079.11,0.0156,0.12055,0.5555
24.76,0.02245,0.023,1083.11,0.98187,1103.11,0.0117,0.06017,0.1563
0.36,0.00036,0.038,1145.49,1.13924,1005.49,0.028,0.06527,0.7789
66.19,0.05517,0.036,1199.68,1.0,1199.68,0.0224,0.19782,0.4482
139.36,0.14297,0.024,834.73,0.85637,974.73,0.0258,0.15619,0.2517
15.92,0.02074,0.029,807.48,1.05212,767.48,0.0153,0.17328,0.3231
5.23,0.00673,0.022,877.47,1.12862,777.47,0.0192,0.13611,0.5797
3.69,0.00554,0.034,805.88,1.21025,665.88,0.0194,0.17196,0.5929
142.01,0.1254,0.035,992.49,0.87638,1132.49,0.0251,0.049,0.3223
10.89,0.01088,0.037,1080.53,1.07996,1000.53,0.0254,0.15153,0.3514
17.29,0.01785,0.035,988.65,1.02065,968.65,0.0109,0.21785,0.0884
116.08,0.1217,0.028,853.8,0.89516,953.8,0.0147,0.12304,0.8796
0.02,2e-05,0.024,1030.4,1.13181,910.4000000000001,0.0151,0.05167,0.6297
48.01,0.04514,0.022,1123.47,1.05642,1063.47,0.0139,0.20754,0.6433
0.0,0.0,0.024,1075.19,1.08039,995.19,0.0179,0.03863,0.2862
119.48,0.12304,0.028,871.1,0.89702,971.1,0.0244,0.1612,0.9149
78.48,0.06895,0.038,1078.2,0.94729,1138.2,0.0127,0.0647,0.6244
61.32,0.06687,0.023,876.97,0.95638,916.97,0.0216,0.16589,0.4161
105.25,0.09473,0.025,1011.11,0.91,1111.1100000000001,0.0108,0.14737,0.2123
24.43,0.02763,0.024,884.2,1.0,884.2,0.019,0.18636,0.1356
82.95,0.08884,0.023,933.71,1.0,933.71,0.0183,0.21753,1.0396
105.06,0.1096,0.029,878.61,0.91655,958.61,0.0146,0.15164,0.7801
1.17,0.00105,0.033,1178.54,1.05364,1118.54,0.0231,0.08306,0.1676
73.54,0.07255,0.028,1013.6,1.0,1013.6,0.027,0.21346,0.7509
149.67,0.12951,0.036,1015.68,0.87886,1155.6799999999998,0.0193,0.14227,0.445
0.01,1e-05,0.024,839.15,1.16686,719.15,0.0245,0.07836,0.3807
91.79,0.09212,0.039,916.38,0.91971,996.38,0.0144,0.04101,0.5594
2.59,0.00243,0.021,1167.28,1.0937,1067.28,0.0178,0.06346,0.9668
8.45,0.00731,0.036,1175.44,1.01731,1155.44,0.0127,0.14249,0.0584
129.74,0.10509,0.029,1114.52,0.9028,1234.52,0.0269,0.19507,0.2785
18.66,0.0217,0.04,880.05,1.02325,860.05,0.0126,0.12467,0.3207
41.25,0.03998,0.03,1051.87,1.01938,1031.87,0.0285,0.17229,0.5058
115.77,0.11428,0.037,913.02,0.90129,1013.02,0.0211,0.11186,0.8206
2.31,0.00268,0.027,1003.21,1.16219,863.21,0.0168,0.12767,0.5422
172.96,0.17047,0.029,874.59,0.86201,1014.59,0.0161,0.20741,1.0112
75.83,0.083,0.026,853.66,0.93433,913.66,0.0282,0.15517,0.5622
0.48,0.00062,0.02,873.5,1.12928,773.5,0.0143,0.06324,0.9001
136.67,0.12587,0.033,965.84,0.88949,1085.8400000000001,0.0227,0.14322,0.7971
20.39,0.01797,0.033,1134.55,1.0,1134.55,0.0205,0.10928,0.1533
1.39,0.00147,0.036,1085.19,1.14812,945.19,0.0212,0.21218,0.1392
12.78,0.01311,0.036,1035.18,1.06153,975.1800000000001,0.0113,0.16778,0.2419
2.13,0.00211,0.021,1028.34,1.01983,1008.3399999999999,0.0109,0.05179,0.1548
122.31,0.09764,0.024,1152.62,0.92017,1252.62,0.0114,0.16762,0.4493
36.9,0.03225,0.032,1184.33,1.03495,1144.33,0.0283,0.21612,0.2942
143.81,0.13648,0.024,913.71,0.86714,1053.71,0.0142,0.11467,0.4418
14.41,0.01465,0.034,1123.83,1.1423,983.8299999999999,0.0232,0.22297,0.4011
1.04,0.00142,0.036,813.29,1.1091,733.29,0.0267,0.07227,0.6967
96.22,0.10603,0.037,867.46,0.95592,907.46,0.0127,0.17944,0.9931
85.4,0.07475,0.031,1102.46,0.96499,1142.46,0.0163,0.23299,0.3378
37.04,0.03308,0.032,1159.59,1.03573,1119.59,0.0169,0.22649,0.2665
81.63,0.07265,0.02,1083.56,0.9644,1123.56,0.0289,0.17707,0.6996
143.34,0.1344,0.026,926.48,0.86873,1066.48,0.0233,0.11076,0.8981
33.05,0.03179,0.024,1079.69,1.03847,1039.69,0.0209,0.1447,0.6745
7.51,0.00671,0.026,1119.59,1.0,1119.59,0.0256,0.06011,0.0782
105.39,0.08696,0.033,1151.9,0.95049,1211.9,0.0205,0.13385,1.025
55.5,0.0558,0.025,1014.66,1.02011,994.66,0.0176,0.18845,0.7071
4.9,0.00474,0.024,1093.2,1.05807,1033.2,0.0197,0.16096,0.1201
80.0,0.08502,0.027,860.94,0.91498,940.94,0.0248,0.07088,0.1895
101.35,0.07899,0.03,1183.01,0.92206,1283.01,0.0103,0.07238,0.0607
12.79,0.01565,0.028,857.42,1.04893,817.42,0.022,0.08958,0.8334
66.47,0.05606,0.027,1145.64,0.96626,1185.64,0.015,0.19635,0.2101
89.66,0.08355,0.039,993.14,0.92545,1073.1399999999999,0.0162,0.10935,0.3322
26.3,0.02847,0.031,923.69,1.0,923.69,0.0173,0.15038,0.2054
118.77,0.12346,0.025,842.01,0.87526,962.01,0.0284,0.12217,0.4115
20.85,0.02557,0.038,875.39,1.07358,815.39,0.0216,0.14214,0.7506
32.98,0.0406,0.026,852.38,1.04924,812.38,0.0294,0.22001,0.4985
20.63,0.02445,0.028,923.8,1.09481,843.8,0.0243,0.18896,0.5812
4.61,0.00623,0.025,840.35,1.13507,740.35,0.0219,0.18229,0.3305
103.01,0.11014,0.025,835.29,0.89308,935.29,0.0264,0.19343,0.2116
23.06,0.02421,0.034,1072.62,1.12597,952.6199999999999,0.0117,0.20744,0.5672
22.81,0.0228,0.033,980.37,0.98001,1000.37,0.0258,0.04321,0.2162
114.24,0.11305,0.028,950.53,0.94063,1010.53,0.013,0.2126,0.8107
89.96,0.08051,0.034,1137.33,1.0179,1117.33,0.0208,0.20654,1.0451
17.51,0.01974,0.038,887.09,1.0,887.09,0.0227,0.05201,0.5553
15.31,0.02248,0.036,801.09,1.17619,681.09,0.0293,0.20126,0.8738
17.05,0.01723,0.037,1009.81,1.02021,989.81,0.0138,0.0644,0.6118
87.03,0.0904,0.035,882.77,0.91691,962.77,0.0266,0.11468,0.4796
39.27,0.04274,0.024,898.74,0.97823,918.74,0.0138,0.11836,0.372
65.3,0.0647,0.03,969.27,0.96037,1009.27,0.0266,0.13768,0.6014
55.21,0.05198,0.039,1102.12,1.03766,1062.12,0.0103,0.13834,1.03
0.0,0.0,0.023,887.44,1.09908,807.44,0.0177,0.08591,0.0548
0.38,0.00036,0.023,1184.34,1.13406,1044.34,0.0117,0.11016,0.2741
144.5,0.14718,0.024,841.79,0.8574,981.79,0.0137,0.10906,0.5664
96.2,0.09853,0.021,876.37,0.89758,976.37,0.0275,0.04382,0.4541
80.96,0.06927,0.028,1088.81,0.93155,1168.81,0.0239,0.09996,0.1519
139.37,0.11684,0.029,1052.78,0.88263,1192.78,0.0286,0.08898,0.8166
105.1,0.08657,0.035,1113.98,0.91763,1213.98,0.012,0.0495,0.2101
51.88,0.04938,0.032,1070.66,1.01904,1050.66,0.027,0.22451,0.4131
7.25,0.00686,0.036,1156.51,1.09465,1056.51,0.0243,0.13683,0.3754
15.92,0.01935,0.026,922.88,1.12152,822.88,0.016,0.1764,0.6568
74.15,0.08525,0.039,809.78,0.93102,869.78,0.0194,0.07909,0.7802
99.2,0.09417,0.036,973.38,0.92405,1053.38,0.0209,0.09045,0.9855
0.03,3e-05,0.033,975.98,1.11416,875.98,0.0216,0.04548,0.6661
32.54,0.04472,0.031,807.59,1.10995,727.59,0.0258,0.2066,1.044
5.98,0.006,0.032,1117.47,1.1203,997.47,0.021,0.09949,0.8458
2.82,0.00268,0.038,1170.49,1.11423,1050.49,0.0294,0.0884,0.6744
0.0,0.0,0.025,1042.34,1.15515,902.3399999999999,0.0203,0.14392,0.0797
39.12,0.04523,0.028,884.97,1.02312,864.97,0.0123,0.14285,0.7865
112.63,0.1277,0.031,821.97,0.93197,881.97,0.0149,0.22452,0.9205
60.5,0.05257,0.035,1090.82,0.94786,1150.82,0.0281,0.04652,0.0859
147.68,0.13346,0.038,966.57,0.87348,1106.5700000000002,0.0297,0.17236,0.4288
134.18,0.10349,0.036,1176.54,0.90745,1296.54,0.0244,0.12242,0.5987
1.28,0.00177,0.028,844.17,1.16571,724.17,0.0122,0.18384,0.231
42.64,0.04248,0.034,963.69,0.96015,1003.69,0.0224,0.13632,0.0655
29.19,0.02616,0.021,1155.73,1.03585,1115.73,0.0262,0.16419,0.412
12.55,0.01645,0.038,803.07,1.05242,763.07,0.0133,0.06896,1.007
76.96,0.07009,0.027,1037.96,0.94535,1097.96,0.0145,0.15801,0.3014
38.02,0.03631,0.029,1087.21,1.0382,1047.21,0.0188,0.19926,0.4107
27.16,0.03434,0.021,850.93,1.07586,790.93,0.0141,0.15392,0.9951
187.4,0.15547,0.036,1065.38,0.88385,1205.38,0.019,0.22027,0.8783
41.94,0.04197,0.027,1019.3,1.02001,999.3,0.01,0.1541,0.5805
3.14,0.00316,0.031,1034.93,1.0402,994.9300000000001,0.0259,0.08507,0.2
38.43,0.04053,0.04,1008.24,1.06328,948.24,0.0203,0.17656,0.7441
2.02,0.00218,0.022,987.36,1.0647,927.36,0.0189,0.09969,0.2261
10.49,0.01377,0.022,801.9,1.0525,761.9,0.0272,0.15032,0.3125
2.34,0.00235,0.035,1137.15,1.1404,997.1500000000001,0.0229,0.15087,0.3025
134.98,0.11672,0.024,1036.41,0.89623,1156.41,0.0194,0.22647,0.3095
70.54,0.06667,0.03,1037.99,0.9811,1057.99,0.0163,0.15824,0.7014
12.4,0.01061,0.03,1169.09,1.0,1169.09,0.0214,0.08861,0.0843
30.2,0.02689,0.036,1103.05,0.98219,1123.05,0.0218,0.05789,0.3235
81.68,0.0697,0.03,1091.92,0.93174,1171.92,0.0258,0.06345,0.4082
144.41,0.14123,0.032,882.55,0.86309,1022.55,0.0141,0.13579,0.288
5.18,0.00553,0.025,1076.88,1.14943,936.8800000000001,0.0151,0.10317,1.0085
25.89,0.02761,0.029,997.84,1.06398,937.84,0.0194,0.14896,0.7104
160.65,0.16462,0.035,835.88,0.85654,975.88,0.0238,0.18312,0.9577
60.18,0.05798,0.021,1017.96,0.98073,1037.96,0.0208,0.12142,1.0405
40.43,0.04644,0.024,850.55,0.97703,870.55,0.0298,0.18778,0.2209
